epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1824.4,0.86843,0.51436,0.98168,0.8769,0.79516,0.83884,0.55874,0.88882,0.4921,1.02243,0.00149096,0.00149096,0.00149096
18,2007.39,0.87528,0.50958,0.98856,0.91871,0.79065,0.84495,0.54596,0.84616,0.45683,1.00712,0.00147996,0.00147996,0.00147996
19,2107.35,0.86216,0.49022,0.98126,0.88669,0.79104,0.85772,0.5483,0.85536,0.46864,1.00936,0.00146896,0.00146896,0.00146896
20,2230.56,0.87261,0.49713,0.98254,0.87847,0.78445,0.8503,0.54296,0.83698,0.5315,1.00225,0.00145796,0.00145796,0.00145796
21,2314.77,0.86874,0.49379,0.97848,0.79797,0.7825,0.81886,0.51883,0.89429,0.47171,1.0159,0.00144696,0.00144696,0.00144696
22,2427.4,0.88082,0.5067,0.99185,0.86043,0.8095,0.84882,0.5498,0.86444,0.46659,1.01295,0.00143595,0.00143595,0.00143595
23,2535.27,0.85573,0.47537,0.97791,0.89539,0.79685,0.8507,0.55884,0.82595,0.45051,1.00285,0.00142495,0.00142495,0.00142495
24,2644.76,0.85673,0.4773,0.98729,0.86883,0.83225,0.85978,0.56949,0.8508,0.4563,1.00279,0.00141395,0.00141395,0.00141395
25,2741.18,0.82788,0.45053,0.97234,0.8601,0.80863,0.84507,0.57137,0.80886,0.43792,0.98991,0.00140295,0.00140295,0.00140295
26,2832.43,0.82613,0.47062,0.96171,0.88729,0.78817,0.82394,0.56005,0.83471,0.45454,1.00225,0.00139195,0.00139195,0.00139195
27,2929.3,0.82237,0.46088,0.95822,0.8938,0.80375,0.86105,0.56586,0.85143,0.44977,1.00195,0.00138094,0.00138094,0.00138094
28,3023.78,0.8511,0.46369,0.97565,0.87372,0.82749,0.87181,0.5673,0.82694,0.44369,0.99876,0.00136994,0.00136994,0.00136994
29,3125.57,0.82666,0.44033,0.95753,0.84605,0.82016,0.86173,0.57277,0.81342,0.43576,1.00071,0.00135894,0.00135894,0.00135894
30,3174.58,0.80963,0.44033,0.95826,0.88575,0.78774,0.85197,0.57033,0.82042,0.43622,1.00428,0.00134794,0.00134794,0.00134794
31,3264,0.8094,0.43588,0.94616,0.89112,0.8095,0.86244,0.57129,0.82334,0.42331,0.99849,0.00133693,0.00133693,0.00133693
32,3442.02,0.8189,0.43452,0.95345,0.91583,0.80669,0.86416,0.56865,0.82268,0.42402,0.99388,0.00132593,0.00132593,0.00132593
33,3492.98,0.79954,0.43428,0.95416,0.91842,0.79396,0.85143,0.58821,0.80913,0.43016,0.9936,0.00131493,0.00131493,0.00131493
34,3541.04,0.79288,0.438,0.95199,0.84074,0.83983,0.86324,0.57587,0.81888,0.4182,1.00133,0.00130393,0.00130393,0.00130393
35,3616.11,0.79235,0.44036,0.95192,0.92769,0.80153,0.86215,0.58167,0.81703,0.4279,0.99342,0.00129293,0.00129293,0.00129293
36,3682.21,0.78481,0.43659,0.95339,0.83953,0.79862,0.84821,0.56882,0.82154,0.43104,0.99829,0.00128192,0.00128192,0.00128192
37,3740.8,0.77498,0.42288,0.93754,0.91524,0.8293,0.88406,0.586,0.81113,0.41136,1.00417,0.00127092,0.00127092,0.00127092
38,3824.15,0.78268,0.42908,0.94195,0.84824,0.84221,0.87424,0.57338,0.82503,0.42687,0.99777,0.00125992,0.00125992,0.00125992
39,3925.42,0.75133,0.41184,0.93503,0.86937,0.85741,0.88104,0.57345,0.79975,0.41136,0.99576,0.00124892,0.00124892,0.00124892
40,3966.05,0.79854,0.42209,0.94611,0.90168,0.81114,0.86676,0.5752,0.81864,0.41804,1.00249,0.00123791,0.00123791,0.00123791
41,4108.24,0.78881,0.42347,0.93646,0.90292,0.80096,0.85297,0.56003,0.83882,0.42279,1.00854,0.00122691,0.00122691,0.00122691
42,4206.72,0.7584,0.40601,0.92868,0.90467,0.82033,0.86539,0.58855,0.81059,0.41035,1.00045,0.00121591,0.00121591,0.00121591
43,4315.71,0.75476,0.4289,0.93348,0.89052,0.80415,0.85682,0.57979,0.82547,0.42867,1.00303,0.00120491,0.00120491,0.00120491
44,4383.4,0.76852,0.42147,0.92711,0.89988,0.80698,0.88489,0.57455,0.8098,0.42079,0.98978,0.00119391,0.00119391,0.00119391
45,4501.55,0.76294,0.40965,0.93592,0.90083,0.79354,0.86196,0.55769,0.81255,0.41603,1.00496,0.0011829,0.0011829,0.0011829
46,4594.38,0.73869,0.40246,0.92234,0.92682,0.81457,0.86608,0.57501,0.805,0.41504,0.99617,0.0011719,0.0011719,0.0011719
47,4675.61,0.73315,0.39667,0.92421,0.92966,0.80768,0.87498,0.58999,0.80289,0.41059,0.98862,0.0011609,0.0011609,0.0011609
48,4795.79,0.76126,0.40613,0.93062,0.90879,0.79455,0.86082,0.5819,0.80598,0.41514,0.99271,0.0011499,0.0011499,0.0011499
49,4887.13,0.74022,0.3906,0.92863,0.9203,0.81549,0.87041,0.58349,0.82958,0.4068,1.00347,0.00113889,0.00113889,0.00113889
50,4955.65,0.74214,0.38664,0.916,0.93269,0.77318,0.84928,0.58182,0.80823,0.40141,0.99302,0.00112789,0.00112789,0.00112789
51,5036.69,0.7196,0.38155,0.92328,0.87932,0.83184,0.85841,0.56759,0.81117,0.40325,0.99878,0.00111689,0.00111689,0.00111689
52,5150.68,0.71778,0.38214,0.91561,0.90291,0.81614,0.87403,0.58675,0.81998,0.4123,1.0063,0.00110589,0.00110589,0.00110589
53,5287.89,0.71434,0.37922,0.92232,0.91244,0.83594,0.88397,0.60165,0.80987,0.41149,1.0025,0.00109489,0.00109489,0.00109489
54,5354.99,0.72659,0.38219,0.92814,0.88598,0.83578,0.86127,0.58488,0.82307,0.41902,0.99888,0.00108388,0.00108388,0.00108388
55,5435.98,0.72622,0.37955,0.92569,0.91387,0.84586,0.8802,0.58589,0.7996,0.40938,0.99362,0.00107288,0.00107288,0.00107288
56,5498.8,0.71559,0.37202,0.91776,0.90608,0.8303,0.89035,0.60281,0.79879,0.39141,0.99234,0.00106188,0.00106188,0.00106188
57,5591.24,0.70635,0.3709,0.91228,0.87805,0.86063,0.88753,0.58808,0.81341,0.39748,0.992,0.00105088,0.00105088,0.00105088
58,5688.98,0.69584,0.37588,0.90509,0.92049,0.8098,0.85143,0.58437,0.81071,0.40255,0.9988,0.00103987,0.00103987,0.00103987
59,5758.71,0.69754,0.37066,0.9107,0.91513,0.81708,0.88203,0.59316,0.82538,0.41045,1.00754,0.00102887,0.00102887,0.00102887
60,5847.29,0.70683,0.37659,0.91128,0.89478,0.81695,0.85899,0.59151,0.81653,0.4124,1.00372,0.00101787,0.00101787,0.00101787
61,5945.2,0.72623,0.37994,0.91162,0.91261,0.84341,0.89488,0.59508,0.80756,0.40679,0.99405,0.00100687,0.00100687,0.00100687
62,6034.08,0.67803,0.35768,0.90184,0.9031,0.84213,0.88408,0.5968,0.81025,0.41947,0.99357,0.000995866,0.000995866,0.000995866
63,6135.76,0.67753,0.35926,0.89961,0.88697,0.8634,0.88042,0.59488,0.80557,0.40843,0.99972,0.000984864,0.000984864,0.000984864
64,6235.38,0.68541,0.36534,0.90094,0.93011,0.8099,0.86934,0.58771,0.82926,0.40771,1.0065,0.000973861,0.000973861,0.000973861
65,6324.28,0.6974,0.36508,0.90676,0.85358,0.86462,0.88155,0.60244,0.81438,0.40124,1.00043,0.000962859,0.000962859,0.000962859
66,6428.37,0.68009,0.35632,0.91267,0.89076,0.83928,0.8745,0.57655,0.81795,0.40524,1.0014,0.000951857,0.000951857,0.000951857
67,6521.17,0.67573,0.35994,0.90292,0.87911,0.84252,0.86515,0.57837,0.80428,0.40254,1.00424,0.000940855,0.000940855,0.000940855
68,6597.45,0.67414,0.35752,0.9071,0.92293,0.8153,0.87497,0.57723,0.81242,0.4052,1.012,0.000929853,0.000929853,0.000929853
69,6676.6,0.67568,0.35427,0.90038,0.87456,0.80854,0.85067,0.58069,0.79911,0.39433,1.00274,0.00091885,0.00091885,0.00091885
70,6759.18,0.66577,0.34982,0.89839,0.88421,0.83533,0.86379,0.58691,0.80237,0.39769,1.00572,0.000907848,0.000907848,0.000907848
71,6864.39,0.66707,0.34917,0.89566,0.86048,0.87345,0.87746,0.59485,0.81795,0.39296,1.01239,0.000896846,0.000896846,0.000896846
72,6964.04,0.66304,0.34724,0.90199,0.86802,0.83108,0.85737,0.57175,0.80437,0.38599,0.99883,0.000885844,0.000885844,0.000885844
73,7084,0.65229,0.34256,0.89248,0.87232,0.82973,0.8571,0.56999,0.82255,0.39941,1.01042,0.000874842,0.000874842,0.000874842
74,7199.01,0.66744,0.34488,0.89615,0.88556,0.84525,0.85896,0.57567,0.81049,0.40272,1.01215,0.000863839,0.000863839,0.000863839
75,7266.03,0.66293,0.33706,0.89191,0.88981,0.83867,0.86233,0.58792,0.81415,0.40022,1.01478,0.000852837,0.000852837,0.000852837
76,7358.19,0.64469,0.33539,0.89097,0.92942,0.80776,0.86315,0.59442,0.80473,0.40035,1.00574,0.000841835,0.000841835,0.000841835
77,7469.79,0.64471,0.33498,0.89075,0.92818,0.81763,0.85803,0.57676,0.80603,0.40587,1.00519,0.000830833,0.000830833,0.000830833
78,7584,0.63029,0.33034,0.88361,0.90649,0.80857,0.87545,0.60054,0.81013,0.40146,1.0112,0.000819831,0.000819831,0.000819831
79,7665.6,0.63887,0.32903,0.88433,0.90405,0.82506,0.87022,0.58747,0.80585,0.3961,1.00408,0.000808828,0.000808828,0.000808828
80,7728.42,0.63079,0.32384,0.87686,0.86579,0.84566,0.86657,0.59026,0.81997,0.39789,1.00738,0.000797826,0.000797826,0.000797826
81,7816.74,0.62053,0.32518,0.88127,0.90878,0.82155,0.87304,0.60181,0.80402,0.40164,1.00805,0.000786824,0.000786824,0.000786824
82,7881.37,0.61866,0.32361,0.883,0.90569,0.82913,0.8712,0.58273,0.8158,0.39493,1.01381,0.000775822,0.000775822,0.000775822
83,7971.49,0.61828,0.32234,0.88243,0.87464,0.8544,0.8679,0.58322,0.81074,0.38756,1.01207,0.00076482,0.00076482,0.00076482
84,8034.99,0.63598,0.33316,0.88569,0.88624,0.83794,0.86975,0.57988,0.81847,0.39952,1.01761,0.000753817,0.000753817,0.000753817
85,8125.22,0.62465,0.32908,0.88808,0.87704,0.83498,0.86704,0.58705,0.80505,0.38846,1.00402,0.000742815,0.000742815,0.000742815
86,8254.29,0.61222,0.32308,0.88044,0.90102,0.85367,0.87507,0.6001,0.81229,0.39481,1.01589,0.000731813,0.000731813,0.000731813
